r_id	date	duration	name	price	qntysold
77584	8/27/2004	56	PALM PILOT L@@K EXTRAS 	337	8
65024	8/28/2004	99	Brand New Palm Zire Handheld PDA Organizer NR 	136	5
77642	8/29/2004	85	HP JORNADA 568 SERIES POCKET PC 	251	14
95130	8/30/2004	26	Brand New Dell Axim X5 400 mhz 400MHZ PDA 	185	6
27825	8/31/2004	46	Sony PEG-NX70V Color MP3 Playback +Camera *NR 	194	9
40224	9/1/2004	10	Palm M100 Handheld PDA 2 MB - 16 MHz 	286	3
22145	9/2/2004	45	PALM PILOT 	123	9
84652	9/3/2004	62	Sharp SL-5500 Zaurus PDA +WARRANTY 	242	12
30987	9/4/2004	97	Brand New Palm Zire Handheld PDA 	200	6
48790	9/5/2004	48	HANDSPRING TREO 90 16MB COLOR PDA-BRAND NEW!! 	162	2
44699	9/6/2004	13	NEW PALM M130 COLOR Handheld PDA sealed 	201	11
75638	9/7/2004	72	NEW Sealed Palm IIIXE Palm Pilot NR OS 4.1 	244	12
96727	9/8/2004	46	NEW Palm m130 FACTORY SEALED Full Warranty NR 	343	5
24675	9/9/2004	36	Palm IIIXE Palm Pilot PDA - BRAND NEW OS 4.1 	316	5
48389	9/10/2004	1	HP/COMPAQ iPAQ 5455 NO RESERVE 	270	11
43390	9/11/2004	28	Palm IIIXE Palm Pilot PDA - BRAND NEW OS 4.1 	137	6
19633	9/12/2004	71	PALM M125 HANDHELD PDA 8MB 	339	5
30968	9/13/2004	62	PALM M505 8MB COLOR PDA EXCELLENT No Reserve 	102	9
30037	9/14/2004	32	Palm Zire Handheld PDA - NEW 	287	4
88641	9/15/2004	95	NEW Matsucom OnHand CLEAR Wrist PC / RuPuter 	244	2
37259	9/16/2004	88	Palm M500 	144	0
45852	9/17/2004	84	PALM M505 COLOR HANDHELD PDA 8 MB 	348	15
71034	9/18/2004	22	New Toshiba E335 Pocket PC w/ keyboard 	100	11
83366	9/19/2004	72	Palm IIIXE Palm Pilot PDA - BRAND NEW OS 4.1 	339	5
91186	9/20/2004	73	HANDSPRING VISOR PRISM COLOR PDA 8MB Excellen 	237	2
68332	9/21/2004	19	HP Jornada 548 almost new 	340	15
14415	9/22/2004	6	HP Jornada 545 *NO RESERVE* 	219	3
58661	9/23/2004	65	Palm IIIXE Palm Pilot PDA - BRAND NEW OS 4.1 	265	0
86647	9/24/2004	7	Palm Pilot i705 Handheld PDA No Reserve 	280	9
19206	9/25/2004	90	"E-125 Cassiopeia 32MB, TFT LCD COLOR. "	118	11
80725	9/26/2004	24	Complete Psion 5 package (US 8MB version) 	147	2
74630	9/27/2004	9	SONY CLIE PEG-N760C Original Box GOOD PDA 	227	14
30451	9/28/2004	1	Palm IIIXE Palm Pilot PDA - BRAND NEW OS 4.1 	175	4
89706	9/29/2004	75	Compaq IPAQ 3975 OPEN BOX - LIKE NEW 	129	13
57044	9/30/2004	55	NEW Sealed Palm IIIXE Palm Pilot NR OS 4.1 	292	9
70055	10/1/2004	29	NEW Sealed Palm IIIXE Palm Pilot NR OS 4.1 	165	9
21390	10/2/2004	69	Compaq iPAQ H3850 with Many Accessories 	309	14
64192	10/3/2004	59	NEW Sealed Palm IIIXE Palm Pilot NR OS 4.1 	170	13
36561	10/4/2004	96	"Visor Deluxe, black, excellent condition, NR! "	260	12
19398	10/5/2004	52	Palm Pilot M130 **SEALED in BOX** Color PDA! 	181	10
39161	10/6/2004	61	Palm IIIC 8mb Color PDA with bonus software 	264	3
14910	10/7/2004	26	Brand New Retail Version Palm Zire Handheld 	341	14
72881	10/8/2004	25	Palm m505 -- COLOR 8MB - SD Slot - Like New! 	273	15
52586	10/9/2004	99	EVEREX FREESTYLE PALM PC 	235	11
31329	10/10/2004	72	Like new Toshiba E310 with Extra 	227	14
68902	10/11/2004	95	PALM M125 HANDHELD PDA 8MB No Reserve 	338	7
22340	10/12/2004	10	"HP Jornada 568 64MB RAM, NR "	313	0
73026	10/13/2004	72	NEW Sealed Palm IIIXE Palm Pilot NR OS 4.1 	107	4
20200	10/14/2004	100	PALM PILOT M125 HANDHELD PDA 8MB 	308	3
58275	10/15/2004	8	"Palm Vx PDA, 8Mb , NR "	333	10
83049	10/16/2004	79	SONY NR70V 	291	14
28450	10/17/2004	76	HANDSPRING TREO 90 COLOR PDA-BRAND NEW!! 	272	1
31026	10/18/2004	38	Like New Palm M100. NO RESERVE! 	104	5
24171	10/19/2004	2	Palm IIIxe Handheld PDA - GREAT/BID NOW!! 	158	0
36735	10/20/2004	38	Palm IIIxe Handheld - Value & Function 	283	15
49435	10/21/2004	66	Palm m500 Package 	271	2
17217	10/22/2004	76	Handspring TREO 90 Color Organizer - New! 	287	1
50952	10/23/2004	86	BRAND NEW Sealed Compaq iPAQ 3955 (SEALED) 	298	1
66640	10/24/2004	11	PALM M130 PDA COLOR! BRAND NEW SEALED NR!!! 	138	8
90110	10/25/2004	42	Sony Palm Peg-S300 W/8MB Stick 	167	4
79495	10/26/2004	14	BRAND NEW...SEALED ZIRE....CHEAP!!!!!! 	322	10
71363	10/27/2004	9	Brand New Palm Zire Still in Sealed Box ~NR~ 	145	1
52281	10/28/2004	71	HP ipaq 5455 PDA w/32MB MMC USED 	163	3
80764	10/29/2004	21	PALM ZIRE HANDHELD PDA ORGANIZER RETAIL L@@K 	180	5
61730	10/30/2004	97	Nextel BlackBerry 6510 Phone 	341	13
93310	10/31/2004	36	"SONY PEG-S320 with Bodyglove, WriteRight "	247	12
87464	11/1/2004	49	Compaq iPaq 3870 *BRAND NEW - SEALED* 	201	5
68305	11/2/2004	65	NEW Sealed Palm IIIXE Palm Pilot NR OS 4.1 	154	0
39383	11/3/2004	62	SONY CLIE PEG-NR70V W/ LOTS OF EXTRAS 	104	1
97775	11/4/2004	36	palm pilot vx looks brand new 	124	14
69774	11/5/2004	52	NEW Sealed Palm IIIXE Palm Pilot NR OS 4.1 	345	12
76065	11/6/2004	54	PALM PILOT M125 HANDHELD PDA 8MB 	152	12
41464	11/7/2004	65	Deluxe in great used condition 	261	3
47603	11/8/2004	43	palmIIIc color works great 	214	13
79873	11/9/2004	13	NEW Compaq iPaq PDA H3970 3970 Pocket PC - UK 	331	13
24616	11/10/2004	47	Palm Pilot IIIc Color Works Perfect 	222	4
53780	11/11/2004	71	Franklin eBookMan EBM-911 eBook Reader NEW 	306	11
92839	11/12/2004	100	Palm Tungsten T handheld 	155	2
85999	11/13/2004	58	palm pilot vx works 	311	13
68847	11/14/2004	86	"Palm IIIc COLOR PDA, similar to m515 m130 "	156	11
75106	11/15/2004	24	palmIIIc color works great 	332	13
41122	11/16/2004	97	SONY CLIE S320 handheld PDA NO RESERVE!!!! 	216	11
24985	11/17/2004	47	Nice Palm M105 With box and accessories 	105	9
26316	11/18/2004	74	NIB HP/COMPAQ 5455 w/ CASE 	299	15
78565	11/19/2004	14	Franklin eBookMan EBM-911 eBook Reader NEW 	250	5
13171	11/20/2004	56	SONY HANDHELD PEG-S300 PERSONAL ENT.ORGNIZER 	344	7
49660	11/21/2004	86	FacSeal SONY CLIE PEG-NX70V PDA Palm Handheld 	174	5
75733	11/22/2004	68	Dell AXIM X5 400 MHZ Advanced Handheld +BONUS 	313	6
43456	11/23/2004	75	Palm m130 Color PDA brand new sealed in box 	313	1
88527	11/24/2004	77	SONY CLIE PEG-NX70V **SEALED * BRAND NEW 	234	13
80674	11/25/2004	40	New Palm M100 PDA 	148	8
45384	11/26/2004	36	New HP iPAQ Pocket PC h1910 1910 Sealed! 	211	7
38666	11/27/2004	97	Belkin Stylus 3-Pack For Palm m500 NR 0.60shp 	284	4
58472	11/28/2004	23	Palm IIIC MUCHO Bundle + Free Ship 	298	11
16346	11/29/2004	18	FRANKLIN EBOOKMAN EBM-911 PDA MP3 *NEW* NIB 	149	2
85220	11/30/2004	18	PALM IIIC BUNDLE NEW MODEM KEYBOARD CASE & CD 	287	4
84814	12/1/2004	61	TOSHIBA E310 Color Pocket PC PDA Handheld 	262	8
23996	12/2/2004	23	SHARP ZAURUS SL-5500 Handheld PDA w/Cradle 	109	13
29229	12/3/2004	74	Dell Axim X5 400MHz w/Travsync Cable & Cradle 	174	11
15619	12/4/2004	53	CASIO CASSIOPEA E-115 HANDHELD PC 	147	14
84696	12/5/2004	16	NEW!! TOSHIBA e335 POCKET PC + $100 REBATE 	291	15
45594	12/6/2004	90	"Palm V w/cradle, metal case, keyboard. "	345	5
32856	12/7/2004	40	PROTEGE PDA PERSONAL ASSISTANT...... NIB...NR 	217	1
47103	12/8/2004	90	PALM IIIc COLOR 8 MB KEYBOARD OS4.1 MORE MINT 	273	1
70908	12/9/2004	72	Palm 3e in used condition 	114	11
47978	12/10/2004	50	"Sharp Zaurus SL-5500 PDA, Linux, 64MB, NEW! "	150	6
80504	12/11/2004	33	SONY CLIE S360 handheld PDA NO RESERVE!!!! 	185	14
35466	12/12/2004	67	Toshiba e335 Pocket PC - Sealed! 	275	14
56443	12/13/2004	45	iPAQ 3635 / 3650 PDA + extras MUST SEE!!! 	114	12
82711	12/14/2004	53	NEW DELL Axim 400Mhz PDA 64MB Cradle USB 	334	12
61943	12/15/2004	44	New PDA Compaq iPaq 3955 H3955 Pocket PC+Case 	280	2
15732	12/16/2004	75	COMPAQ 3600 3630 BROKEN 	210	9
88292	12/17/2004	71	FAB Palm m515 Complete Box w/ Case & Software 	184	3
24540	12/18/2004	11	PALM ORGANIZER PALM PILOT* L@@K*!!! 	275	4
45586	12/19/2004	4	Jornada 680 and 64mb CF 	128	12
76172	12/20/2004	36	PDA Palm Pilot M125 Handheld Factory Seal!!! 	219	3
60358	12/21/2004	8	Toshiba Pocket PC e335 with all the EXTRAS! 	167	3
24078	12/22/2004	32	PALM M100 EXTRAS BONUS SOFTWARE WARRANTY NR 	309	5
46280	12/23/2004	75	NEW PALM IIIc PDA IN ORIGINAL BOX W/ LEATHER 	337	13
60099	12/24/2004	15	Sony CLIE PEG-NR70V w/camara - LIKE NEW! 	152	9
39242	12/25/2004	40	Handspring Visor Delux PDA plus accessories 	216	0
75270	12/26/2004	74	PALM IIIc COLOR 8 MB KEYBOARD OS4.1 MORE MINT 	128	4
37471	12/27/2004	48	PSION 3a Handheld Computer 512K 	149	2
14955	12/28/2004	81	PALM IIIe HANDHELD ORGANIZER PDA w/CASE - NR! 	204	13
92645	12/29/2004	52	Palm M125 PDA with software 	122	13
64769	12/30/2004	99	"HP iPaq H1910, like new, includes Vaja case "	115	4
31498	12/31/2004	5	SEALED: PALM m130 m 130 Color PDA Pilot FREE 	307	6
44317	1/1/2005	49	SYMBOL 111 SPT 1500 With Scan 	255	11
69592	1/2/2005	63	SHARP ZAURUS SL-5000 SL5000 w/ FREE SHIPPING 	169	7
61085	1/3/2005	37	Handspring Visor w/ Magellan GPS Companion 	117	8
67635	1/4/2005	22	Palm M130 COLOR PDA + 8MB MEMORY CARD 	150	13
12277	1/5/2005	91	Sony Clie PEG-NR70V MP3 Camera +128MB PDA 	221	11
72928	1/6/2005	29	POCKET PC PHONE EDITION Unbranded TMobile NR 	337	6
55269	1/7/2005	63	New HP Ipaq 5450 in sealed box! Great Deal! 	155	7
90229	1/8/2005	43	Palm M125 PDA Pocket PC with Leather Case 	200	10
80395	1/9/2005	44	Cybiko PDA - NEW Sealed in Box Clear - Retail 	236	9
52096	1/10/2005	36	IBM Workpad z50 - Like new with extras!!! 	336	9
45147	1/11/2005	89	Compaq Ipaq 3650 Like NEW PPC 2002 /w extras 	291	1
57991	1/12/2005	5	Compaq IPAQ 3765 Pocket PC Cradle+MP3+AC NR!* 	268	7
23158	1/13/2005	55	"Palm Pilot 3x + Cover, Hotsync Case and Soft. "	249	12
17853	1/14/2005	28	Toshiba E335 MINT PDA Pocket PC - Like NEW !! 	110	9
63393	1/15/2005	64	Palm III - Ex. condition w/manuals & software 	248	3
89111	1/16/2005	8	Palm Vx in Box (used) + Travel Cables - NR 	308	15
94373	1/17/2005	85	HP iPAQ Pocket PC H-1910 	104	10
57979	1/18/2005	20	HP 100LX PDA 1mb Pocket Computer 	109	3
52002	1/19/2005	18	Handspring Color Visor Prism 8MB +CD+Stylus * 	332	6
82255	1/20/2005	77	Cybiko PDA - NEW Sealed in Box Clear - Retail 	155	12
28490	1/21/2005	5	New HP Ipaq 5450 in sealed box! Great Deal! 	312	12
63251	1/22/2005	23	Sony Clie PEG-S360 PDA Pocket PC +Accessories 	166	13
26209	1/23/2005	70	Jornada 690 PDA PalmTop Sub Laptop mini PC 	262	3
40641	1/24/2005	63	Palm Pilot VII x Handheld wireless NEW 	129	12
99411	1/25/2005	9	TREO 90 + SD 64 MB Card +Leather Case + Xtras 	151	0
28113	1/26/2005	40	"PALM m515 COLOR PDA, 16meg MINT Condition!! "	241	7
55546	1/27/2005	9	PALM Pilot m130 m 130 COLOR Handheld PDA New! 	332	5
45005	1/28/2005	53	PALM M500 HANDHELD - NEW IN BOX ...Never used 	314	8
92039	1/29/2005	98	New HP Ipaq 5450 in sealed box! Great Deal! 	243	13
69847	1/30/2005	46	IPAQ 3955 Pocket PC (NIB) w/ Accesories 	314	6
27238	1/31/2005	1	Palm Zire Factory Sealed Brand New PDA w/Warr 	348	0
78149	2/1/2005	42	**LIKE NEW** Palm M125 Handheld with EXTRAS! 	129	2
38192	2/2/2005	6	COMPAQ iPAQ 3835 Pocket PC (3 year warranty) 	282	1
71329	2/3/2005	29	Toshiba E-310 (E310) Package - MINT!!! 	233	2
84352	2/4/2005	54	LIKE NEW HP COMPAQ IPAQ H 5455 POCKET PC PDA 	297	10
23199	2/5/2005	94	New Unopened Palm Zire NR!! 	165	14
41791	2/6/2005	58	hp iPAQ Pocket PC h1910 Sealed 1Yr Warranty 	312	7
59770	2/7/2005	13	m130 Palm Handheld PDA 	274	3
40537	2/8/2005	4	New Toshiba E740 + 3 Stylus' 	187	6
67297	2/9/2005	5	Sony Clie PEG-NR70V Palm / MP3 / Camera 	345	9
86748	2/10/2005	100	New unopened Toshiba E740 + 3 Stylus' 	118	7
58322	2/11/2005	50	Palm Tungsten T Package 	150	14
76474	2/12/2005	21	New Palm Vx Cresenda 4.1 OS Bonus CD 	194	5
27915	2/13/2005	16	Barely Used HP Jornada 720 	279	8
19654	2/14/2005	66	NEC MobilePro 790 w/ 56K modem Windows 	273	0
81049	2/15/2005	90	Rand McNally Road Atlas for Palm M-Series 	290	2
61026	2/16/2005	35	Palm M515 PDA Handheld Color Screen 16MB NR!* 	298	8
66078	2/17/2005	36	Visor Prism PDA- Works great/Great Screen 	210	2
13472	2/18/2005	76	SONY PALM CLIE PEG-NX70V 	146	9
77258	2/19/2005	67	Compaq IPAQ 3950 w/256mb Secure Digital Card 	309	15
47906	2/20/2005	72	NEW Never used Handspring Visor Prism PDA 	343	7
95287	2/21/2005	94	PALM M130 PDA COLOR! BRAND NEW NO RESERVE!!! 	350	6
49555	2/22/2005	54	"SONY CLIE PEG-NX70V, BRAND NEW "	146	11
42801	2/23/2005	39	Dell Axim like new free shipping w/extras!!! 	334	0
57491	2/24/2005	84	Handspring Visor Deluxe 	270	15
17372	2/25/2005	60	sharp zaurus sl 5600 	214	8
40345	2/26/2005	29	Compaq iPAQ Pocket PC H3850 (H3835) LIKE NEW! 	248	7
98557	2/27/2005	25	"SONY CLIE PEG-NX70V, BRAND NEW "	305	13
55971	2/28/2005	75	Palm Zire Handheld PDA *BRAND NEW Sealed* 	105	14
80375	3/1/2005	38	Newton 2000 upgraded 2100 with Extras 	320	8
41580	3/2/2005	87	PALM m125 Handheld Organizer 	253	9
31216	3/3/2005	18	HP Jornada 540 Handheld Color PDA Pocket PC 	228	13
16751	3/4/2005	11	Compaq iPaq H1910 	210	12
37614	3/5/2005	9	Handspring Visor Pro Like New Package 	124	7
40345	3/6/2005	66	Philips Velo 1 Plus Docking Station and MORE! 	129	8
73125	3/7/2005	78	PALM M130 8MB COLOR PDA Excellent No Reserve 	132	9
41763	3/8/2005	97	Rand McNally Road Atlas for Palm M-Series 	245	0
47060	3/9/2005	52	Palm m105 m-105 HANDHELD PDA ****** NEW ***** 	289	7
97600	3/10/2005	32	Handspring VISOR DELUXE 8MB NR BUY IT NOW! 	193	7
54142	3/11/2005	8	"Visor Platinum, Upgraded to16mb, Nice Screen "	101	0
31393	3/12/2005	76	"HP, Hewlett Packard, iPAQ 1910 pocket pc "	326	8
37462	3/13/2005	100	Casio Cassiopeia E125 PDA! New! 	167	7
87871	3/14/2005	25	PALM ZIRE HANDHELD PDA NEW SEALED NR 	185	3
94325	3/15/2005	86	"SONY CLIE PEG-NX70V, BRAND NEW "	263	2
60418	3/16/2005	57	NEC MobilePro 790 w/ 56K modem Windows 	141	9
50986	3/17/2005	31	NEW PALM ZIRE HANDHELD PDA 2MB! **FREE S/H** 	137	9
62802	3/18/2005	70	Toshiba Pocket PC e740 - Like NEW!!! 	263	4
29328	3/19/2005	19	HP Jornada 430 SE 	248	5
69426	3/20/2005	96	Dell Axim X5 400MHZ;64MB SDRAM; 48MB ROM 	337	0
41012	3/21/2005	54	Palm Tungsten T Handheld Used 	210	8
11640	3/22/2005	89	Toshiba e740 Pocket PC 199.99 Excellent Cond. 	189	6
81923	3/23/2005	52	Compaq Ipaq 3635 Color PDA Car Charger GPS 	183	4
21565	3/24/2005	54	TOSHIBA POCKET PC E740!!!!!NO RESERVE ////... 	144	5
96207	3/25/2005	76	"Compaq iPAQ 3630, Charger, USB Cradle PPC 02 "	243	2
63379	3/26/2005	39	Palm VIIx Wireless 8 Mb PDA !! No Reserve !! 	175	3
42305	3/27/2005	85	PALM Vx handheld pda 	174	1
80743	3/28/2005	73	e740 Toshiba Pocket PC PDA + extras 	118	4
67541	3/29/2005	95	Palm m105 Handheld PDA * Great Value !! 	124	14
82420	3/30/2005	98	PALM M105 ***NO RESERVE*** 	343	5
50886	3/31/2005	27	COMPAQ IPAQ H3835 64MB RETAIL BOX SEALED 	281	11
65500	4/1/2005	40	Siemens SX56 AT&T Cell Phone with EXTRAS 	186	7
42856	4/2/2005	100	Sharp ZAURUS SL-5500 PDA + CF SD and Net card 	302	4
20177	4/3/2005	31	HP Jornada Pocket PC 520 Series/Color 	234	1
61971	4/4/2005	12	Palm Zire m150 - Hardly used 	100	14
57366	4/5/2005	5	TWO 3COM PALM PILOT V HANDHELD PDA IN BOX 	200	1
65214	4/6/2005	50	Palm V PDA with Extras - No Reserve! 	218	6
55379	4/7/2005	32	COMPAQ iPAQ 3650 Pocket PC MANY EXTRAS!!!!!! 	301	13
55734	4/8/2005	31	HandSpring Visor Edge PDA GREAT VALUE! 	340	2
42338	4/9/2005	19	TOSHIBA e740 E-740 PDA PALM POCKET PC 	323	4
14020	4/10/2005	37	NEW Dell Axim X5 400 Mhz Color Pocket PC PDA 	194	9
36799	4/11/2005	14	Palm M515 515 Color PDA 	225	5
76245	4/12/2005	62	New HP Hewlett Packard iPaq h1910 handheld NR 	174	2
80671	4/13/2005	40	New Dell Axim X5 400Mhz Handheld PDA 	118	7
99045	4/14/2005	90	Dell Axim X5 Handheld PDA **NR** Check it out 	290	6
14766	4/15/2005	9	New SONY PEG-SJ33 CLIE Handheld w/MP3 >T665C 	233	0
44357	4/16/2005	92	SONY CLIE PEG T 615 handheld Pda extras! 	235	6
64765	4/17/2005	55	Sony Clie PEG-T665C Orange Palm PDA 	314	12
45566	4/18/2005	95	DELL Axim X5 300MHz Pocket PC PDA *Brand New* 	202	15
47719	4/19/2005	57	Brand NEW Palm Tungsten T Handheld Bluetooth 	184	2
13607	4/20/2005	95	Compaq iPAQ 3765 Color PDA Pocket PC NR! 	121	14
74720	4/21/2005	17	NICE!! Compaq iPAQ 3670 64MB Color PocketPC!! 	179	6
61394	4/22/2005	60	DELL AXIM X5 400MHz Pocket PC - MINT 	243	6
89891	4/23/2005	3	"Palm m500, Palm Pilot, N/R, PDA, Mint "	260	7
76480	4/24/2005	56	"New Dell Axim X5 400MHz PDA Handheld, 2Y Warr "	253	7
41556	4/25/2005	34	T-MOBILE POCKET PC PDA + PHONE***NEW IN BOX 	123	14
58237	4/26/2005	49	*BRAND NEW* Palm Tungsten T - PDA - SEALED 	257	8
20422	4/27/2005	86	Palm M505 PDA Color Handheld - Sealed M 505 	333	14
90956	4/28/2005	98	Sony CLIE PEG-NR70V/U PDA HandHelds Color 	158	5
73377	4/29/2005	87	Toshiba E740 + metal flip cover + 128MB flash 	194	5
61448	4/30/2005	44	New PALM M515 Color PDA Handheld >M130 M125 	243	8
24007	5/1/2005	44	NEW RETAIL BOXED HANDSPRING TREO 90 COLOR PDA 	327	3
49282	5/2/2005	15	"BRAND NEW iPAQ H3955 3955, Warranty, LOW RSV! "	238	0
65056	5/3/2005	26	NEW RETAIL BOXED HANDSPRING TREO 90 COLOR PDA 	181	6
40250	5/4/2005	69	Toshiba e740 Pocket PC 	275	1
42727	5/5/2005	99	NEW CASIO BE-300 Pocket PC PDA BE300 JUST $1 	124	4
88220	5/6/2005	12	New HP Hewlett Packard iPaq h1910 handheld NR 	306	5
84816	5/7/2005	12	COMPAQ IPAQ POCKET PC H3765 WITH EXTRAS 	107	15
84485	5/8/2005	10	Handspring Color Visor with Cell phone 	154	15
62334	5/9/2005	65	*NEW* Dell AXIM X5 400MHz 64MB + Bonus *NR* 	221	13
19381	5/10/2005	96	NEW!! Compaq iPAQ 3950 64MB Color PocketPC!! 	322	3
62353	5/11/2005	71	SONY CLIE PEG - SJ30 / U NO RESERVE PALM 	320	6
94358	5/12/2005	10	"Sony NZ-90 for $125, Believe it "	154	12
12454	5/13/2005	69	Compaq Ipaq 3955 H3955 - NIB - Low Reserve 	167	14
72376	5/14/2005	2	Palm m130 handheld BRAND NEW SEALED BOX 	330	8
30286	5/15/2005	8	Casio Cassiopeia E-125 + Case + PPC games 	348	4
45503	5/16/2005	40	3COM PALM IIIC HANDHELD COLOR PDA 8MB 	179	10
14569	5/17/2005	7	NEW!! Compaq iPAQ 3950 64MB Color PocketPC!! 	114	3
18633	5/18/2005	45	PALM ZIRE - BRAND NEW & SEALED - NO RESERVE! 	124	8
47514	5/19/2005	14	NICE!! Compaq iPAQ 3670 64MB Color PocketPC!! 	314	0
89892	5/20/2005	73	NICE!! Compaq iPAQ 3635 32MB Color PocketPC!! 	181	15
71122	5/21/2005	31	NEW!! Compaq iPAQ 3950 64MB Color PocketPC!! 	218	15
76372	5/22/2005	5	Sony Clie PEG-NX70V with Accessories - Used 	107	5
21090	5/23/2005	78	Dell Axim X5 Handheld PDA **NR** Check it out 	314	1
26580	5/24/2005	5	SHARP ZAURUS SL-5500 ** SEALED ** 	310	8
58512	5/25/2005	44	PALM M500 HANDHELD WITH 8MB MEMORY N/R PDA 	233	3
28520	5/26/2005	17	DELL AXIM 400MHZ NEW 64MB w/ Cradle 	228	10
83424	5/27/2005	64	Casiopeia E 100 COLOR Windows CE PDA Handheld 	111	7
75560	5/28/2005	26	New Dell Axim X5 400 MHZ PDA+USB Cradle+Case! 	263	5
39743	5/29/2005	30	NICE!! Compaq iPAQ 3835 64MB Color PocketPC!! 	315	7
85653	5/30/2005	73	Palm V Palm Pilot 	157	11
38742	5/31/2005	4	NEW Handspring TREO 180 - PHONE/PDA 	343	0
57409	6/1/2005	50	DELL AXIM X5 PDA POCKET PC 400MHZ+Cradle+Case 	252	2
98936	6/2/2005	7	Audiovox Maestro Pocket PC Handheld 	182	6
52610	6/3/2005	93	handspring VISOR DELUXE Handheld PDA nuw/box 	285	0
43340	6/4/2005	97	DELL Axim X5 300MHz Pocket PC PDA *Brand New* 	250	15
27781	6/5/2005	85	Compaq iPaq 3765 in Mint condition! NR! 	229	11
83234	6/6/2005	10	Palm M125 Mint Condition W/Box 	266	14
90245	6/7/2005	11	CASIO Cassiopeia BE-300 WindowsCE 	245	5
36487	6/8/2005	45	HP Jornada 720 Handheld Computer 	143	6
58976	6/9/2005	94	LIQUIDATION LOT - EPODSONE + EXTRAS + BONUS!! 	146	3
59746	6/10/2005	100	BLOWOUT SALE New DELL Axim X5 300 Mhz PDA NR! 	143	9
82863	6/11/2005	80	Dell Axim X5 300MHz Pocket PC 32MB RAM MINT! 	218	11
77054	6/12/2005	56	"Brand New, sealed Palm Zire PDA/Handheld "	220	7
95225	6/13/2005	53	Handspring Visor Platinum w/ Backup Module 	164	7
11515	6/14/2005	72	"Sony NZ-90 for $125, Believe it "	219	6
91294	6/15/2005	45	Compaq iPaq 3630 PDA - PC 2002 !!! 	350	6
73157	6/16/2005	54	Handspring Visor Neo Smoke PDA w/ cradle 	134	9
52573	6/17/2005	84	NEW Handspring Visor Prism 8MB Color Palm PDA 	127	7
77192	6/18/2005	20	Dell Axim X5 Handheld PDA **NR** Check it out 	142	13
61180	6/19/2005	27	NICE!! Compaq iPAQ 3670 64MB Color PocketPC!! 	276	8
62145	6/20/2005	27	Handspring Visor Deluxe ICE Color Version 	330	7
56663	6/21/2005	4	SONY CLIE PEG-NR70V/U -MINT- FREE SH. W/B.I.N 	325	4
66109	6/22/2005	100	IBM C3 workpad Palm V vx PDA 8MB +modem 	297	1
87641	6/23/2005	66	SONY CLIE PEG-T615C + 128MB card + Extras- NR 	229	2
22474	6/24/2005	62	HP Jornada 548 (32MB) + Keyboard + 64MB card! 	326	2
14102	6/25/2005	80	"HandSpring TREO 90, GREAT! PDA, w/BONUS! "	184	11
62124	6/26/2005	99	Psion Revo 8MB Complete Package No Reserve 	311	11
62819	6/27/2005	86	HANDSPRING VISOR EDGE PDA 	291	15
74620	6/28/2005	65	Hewlett-Packard iPAQ 1910 Pocket PC 	333	6
80725	6/29/2005	38	*COLOR* PALM PILOT IIIC III C PDA + EXTRAS 	245	4
17837	6/30/2005	15	New Dell Axim X5 400 MHZ PDA+USB Cradle+Case! 	249	15
16715	7/1/2005	71	HANDSPRING TREO 90 COLOR PDA 	177	12
26730	7/2/2005	85	COMPAQ IPAQ COLOR PDA W/ 32MB MP3 MODEL 3635 	199	13
81567	7/3/2005	9	New Dell Axim X5 400 MHZ PDA+USB Cradle+Case! 	183	10
38072	7/4/2005	42	Palm Pilot Vx Handheld + Free Original Case 	188	15
89577	7/5/2005	53	Compaq IPAQ 3650 	110	15
98085	7/6/2005	79	Compaq iPaq 3835 in Mint condition! NR! 	107	13
41706	7/7/2005	90	Handspring Visor Prism 8MB +AC+Cradle+Stylus* 	302	7
35628	7/8/2005	67	New Compaq iPAQ 3955 Color Pocket PC 	160	12
15475	7/9/2005	23	COMPAQ IPAQ 3835 LIKE NEW 	234	15
54797	7/10/2005	40	Palm m515 Color PDA like NEW! 	350	13
48282	7/11/2005	53	Ericsson MC218 (Psion 5 Clone) 	183	8
45812	7/12/2005	26	DELL AXIM X5 PDA POCKET PC 400MHZ+Cradle+Case 	224	6
98063	7/13/2005	82	EXCELLENT CONDITION PALM M515 	210	9
14639	7/14/2005	67	SHARP WIZARD OZ-750 	318	0
15396	7/15/2005	58	***BRAND NEW*** PALM ZIRE. SEALED! So cool! 	138	10
30377	7/16/2005	67	Sony CLIE PEG N760C PDA w/32 MB Mem Stick 	134	8
23784	7/17/2005	80	NEW TUNGSTEN T in box all acc. +xtras 	254	15
97884	7/18/2005	80	New PALM M515 Color PDA Handheld >M130 M125 	210	9
98249	7/19/2005	78	Brand NEW Palm Tungsten T Handheld Bluetooth 	202	11
49790	7/20/2005	31	Audiovox /Toshiba Maestro 1032 Color 32MB 	266	4
22333	7/21/2005	27	PALM VX HANDHELD PDA 8MB !!!! 	136	12
58286	7/22/2005	21	Blackberry RIM 957 Internet Edition 	319	7
46166	7/23/2005	55	Sharp Wizard OZ-730 PDA $5.00! 	341	11
22164	7/24/2005	72	Palm m124 Handheld 	231	10
76265	7/25/2005	53	Brand New Palm Tungsten T BlueTooth Warranty 	296	12
